id,name,address,city,state,zip,category,subcategory,annual_revenue,employee_count,founded_year,lat,lon,is_active,last_inspection_date
374,The Puget Labs,2853 Canyon Ct,Renton,WA,98056,Healthcare,Medical Devices,29488055,1996,2024,47.50117,-122.20974,true,2021-02-13
375,Urban Data Inc,3039 Elm Pkwy,Bellingham,WA,98226,Professional Services,Marketing,27982201,3900,1966,48.783319,-122.538124,true,2023-01-14
376,The Northwest Edge,1542 Harbor Way,Federal Way,WA,98023,Manufacturing,Food Processing,356690,4569,1980,47.28871,-122.349054,true,2025-12-11
377,Peak Holdings,4628 Pine Rd,Bellevue,WA,98004,Food & Beverage,Brewery,10063811,3887,2013,47.653528,-122.141586,true,2020-06-25
378,Soundside Edge Holdings,1810 Pine Ct,Seattle,WA,98106,Professional Services,Accounting,10656261,239,2012,47.584208,-122.337839,true,2020-10-17
379,Evergreen Partners Co,5443 Sunset St,Kennewick,WA,99336,Healthcare,Telehealth,49559421,3380,1975,46.221125,-119.160883,true,2022-06-22
380,The Olympic Works,3017 Willow Way,Bellevue,WA,98005,Manufacturing,Metal Fabrication,30768424,1591,1995,47.608129,-122.153141,false,2022-04-08
381,The Olympic Systems,6952 River Way,Renton,WA,98056,Healthcare,Medical Devices,19857953,4945,1970,47.513065,-122.242842,true,2021-11-27
382,The Urban Works,7681 Commerce Ave,Olympia,WA,98506,Food & Beverage,Catering,49454126,2021,1981,46.990377,-122.857163,true,2022-06-29
383,The Coastal Health,8361 Maple Ln,Kennewick,WA,99338,Food & Beverage,Catering,26512377,3927,1962,46.259651,-119.09221,true,2022-09-12
384,Solutions Associates,4016 Elm Ave,Bellevue,WA,98007,Food & Beverage,Restaurant,44948219,2498,1970,47.633179,-122.211206,true,2020-04-09
385,Alpine Ventures Industries,1258 Willow Way,Everett,WA,98201,Manufacturing,Aerospace,19953816,3489,1984,48.024904,-122.211357,true,2022-04-28
386,Logic Consulting,944 Park Ln,Bellingham,WA,98226,Professional Services,Consulting,31279302,335,1996,48.764455,-122.499717,true,2020-10-01
387,The Bay Systems,9604 Sunrise Rd,Federal Way,WA,98023,Professional Services,Legal,23720079,2191,2014,47.276609,-122.329808,true,2023-02-09
388,Peak & Systems Holdings,8830 Industrial Pl,Seattle,WA,98133,Technology,Cloud Services,24755849,538,1974,47.591427,-122.331653,true,2025-02-18
389,Systems LLC,1935 Hill Pl,Bellevue,WA,98005,Technology,Cybersecurity,13757398,4266,1952,47.657754,-122.225395,true,2021-06-24
390,Rainier Works Corp,3906 Meadow Ln,Everett,WA,98204,Retail,Sporting Goods,44057342,2674,2012,47.973263,-122.182638,true,2025-12-11
391,Rainier Group,8033 Canyon Dr,Yakima,WA,98901,Food & Beverage,Bakery,10004817,2893,1986,46.594961,-120.50193,true,2021-11-12
392,Olympic Services Co,774 Ridge Pkwy,Olympia,WA,98502,Healthcare,Clinic Services,29637535,2134,1997,47.001874,-122.938957,true,2020-05-22
393,Summit Craft Group,508 Cherry Pl,Spokane,WA,99203,Retail,Home Goods,30788593,2624,1969,47.617753,-117.436189,true,2025-09-09
394,The Harbor Solutions,5649 Park Pl,Renton,WA,98055,Professional Services,Accounting,9406538,4514,1964,47.486869,-122.215221,true,2024-07-03
395,Cedar & Works Studio,3739 Commerce Rd,Olympia,WA,98501,Healthcare,Telehealth,5659599,4411,2007,47.022887,-122.920836,true,2020-12-23
396,Health Consulting,6613 Hill Ln,Federal Way,WA,98023,Manufacturing,Aerospace,25961579,3055,1951,47.318856,-122.297619,true,2023-12-10
397,Design Holdings,2783 Broadway Ln,Kirkland,WA,98033,Manufacturing,Metal Fabrication,39454987,4899,1961,47.630512,-122.182658,true,2023-05-27
398,The Horizon Data,4578 Division Blvd,Everett,WA,98208,Food & Beverage,Brewery,47713869,4653,1967,47.927934,-122.144789,true,2024-04-12
399,Harbor & Group Holdings,7693 Sunset Ave,Kirkland,WA,98033,Food & Beverage,Bakery,10386373,2152,1988,47.625068,-122.17085,false,2025-04-19
400,Tech Corp,8178 Cedar Pkwy,Bellevue,WA,98006,Professional Services,Accounting,39044663,3937,2022,47.600059,-122.200974,true,2022-11-22
401,Alpine & Logic Industries,387 Market Blvd,Spokane,WA,99201,Professional Services,Marketing,9857096,2619,2009,47.716911,-117.391806,true,2021-07-08
402,Health Group,8777 Cedar Ct,Renton,WA,98056,Healthcare,Medical Devices,42196376,1502,1962,47.46272,-122.199658,true,2021-11-15
403,Labs Consulting,1670 Spring Blvd,Federal Way,WA,98003,Retail,Home Goods,9240521,4245,1986,47.359219,-122.287804,true,2025-06-09
404,Pioneer & Works Agency,8712 Park Ln,Kent,WA,98035,Retail,Electronics,5177139,955,1966,47.33229,-122.271453,false,2025-05-18
405,Cedar Associates,5091 Oak St,Renton,WA,98056,Retail,Home Goods,8687882,1167,1979,47.446682,-122.196967,true,2022-05-09
406,The Cascade Tech,796 Valley St,Tacoma,WA,98401,Technology,Cybersecurity,44327679,4207,1957,47.272898,-122.405916,true,2022-11-02
407,Puget & Edge Co,3377 Forest Way,Seattle,WA,98101,Technology,Cloud Services,6142096,1193,1985,47.63011,-122.299454,false,2023-11-25
408,Harbor Agency,3238 Industrial Blvd,Renton,WA,98059,Healthcare,Pharmaceuticals,340509,809,1977,47.490589,-122.2418,false,2025-04-28
409,The Summit Innovations,3610 Monroe Rd,Renton,WA,98058,Professional Services,Legal,7622931,2575,1965,47.48276,-122.13507,true,2025-10-29
410,The Northwest Data,1995 Willow Dr,Tacoma,WA,98408,Manufacturing,Food Processing,40341457,2556,2006,47.274568,-122.433144,true,2024-07-26
411,Urban Innovations LLC,8155 Washington Ln,Kirkland,WA,98034,Manufacturing,Aerospace,35125278,697,1965,47.722813,-122.162629,true,2024-06-28
412,Summit Associates,5648 Valley Pkwy,Vancouver,WA,98663,Food & Beverage,Restaurant,8288429,1908,2004,46.0,-122.622909,true,2023-02-14
413,Horizon & Innovations Holdings,6726 Adams Ct,Bellingham,WA,98226,Professional Services,Accounting,9940108,3725,1963,48.780756,-122.443882,true,2025-06-27
414,Cascade Connect Consulting,3034 Willow Pkwy,Everett,WA,98204,Healthcare,Pharmaceuticals,10299983,2481,1962,47.923567,-122.171464,true,2025-10-30
415,Urban & Logic Group,5729 Oak Ave,Bellingham,WA,98226,Manufacturing,Food Processing,8044954,3143,2007,48.714232,-122.460549,true,2024-03-21
416,The Rainier Services,2303 Harbor Ln,Everett,WA,98208,Manufacturing,Aerospace,7390501,4661,2012,47.923943,-122.1932,true,2025-04-08
417,Urban & Bridge Enterprises,5879 Industrial Way,Everett,WA,98201,Food & Beverage,Catering,1938912,4838,1955,47.980802,-122.213034,true,2024-02-09
418,Systems Enterprises,5955 Division Way,Renton,WA,98055,Professional Services,Consulting,44425065,2001,1981,47.521823,-122.174982,true,2023-07-02
419,Tech Agency,712 Madison Ln,Olympia,WA,98506,Technology,Software,17942490,168,2010,47.084273,-122.946263,true,2023-07-20
420,Urban Industries,5604 Adams Ct,Kent,WA,98032,Food & Beverage,Bakery,11232163,2454,1996,47.358691,-122.278273,false,2022-04-06
421,Labs Inc,9496 Cherry Rd,Everett,WA,98201,Professional Services,Consulting,48214490,4737,1962,48.020846,-122.1957,true,2023-01-24
422,Group Agency,7192 Ridge Rd,Bellevue,WA,98007,Food & Beverage,Bakery,27047960,2059,2015,47.601253,-122.218322,true,2022-01-09
423,Metro & Labs Consulting,7206 Pine Ct,Kennewick,WA,99336,Technology,Hardware,24496059,3789,1968,46.219221,-119.174446,true,2023-05-14
424,Works Enterprises,4802 River Dr,Yakima,WA,98902,Manufacturing,Food Processing,27287202,1954,1964,46.578238,-120.470374,true,2020-04-23
425,Coastal Co,4568 Lake Ave,Redmond,WA,98053,Retail,Sporting Goods,18690962,4512,1972,47.668246,-122.061045,true,2020-06-21
426,Soundside Edge Group,6768 Canyon St,Vancouver,WA,98663,Manufacturing,Aerospace,48652551,1152,1980,46.0,-122.622419,true,2025-08-11
427,Systems Associates,9673 Willow Rd,Kennewick,WA,99337,Technology,Cloud Services,14680295,1182,1963,46.209574,-119.18917,true,2023-01-29
428,Bay Innovations Industries,5285 Broadway Pl,Everett,WA,98203,Manufacturing,Food Processing,18688397,1188,1996,48.023548,-122.253289,true,2024-02-15
429,Northwest Industries,4244 Willow Dr,Yakima,WA,98903,Retail,Apparel,46036237,1000,2018,46.617448,-120.461372,true,2024-12-17
430,Data Co,3546 River Pl,Kent,WA,98032,Technology,Cybersecurity,43296931,3329,1954,47.431301,-122.179849,true,2020-11-24
431,Soundside Corp,4375 Monroe St,Yakima,WA,98903,Manufacturing,Food Processing,28294143,4933,2020,46.628433,-120.45882,true,2025-01-30
432,The Metro Solutions,3378 Harbor Way,Vancouver,WA,98664,Technology,Software,5568499,908,1970,46.0,-122.707951,true,2021-06-16
433,Urban Group,9816 Ridge Dr,Yakima,WA,98902,Food & Beverage,Bakery,5713917,3396,1997,46.635117,-120.531672,true,2024-03-25
434,Bay Consulting,1557 Madison Rd,Yakima,WA,98903,Food & Beverage,Catering,47110839,1383,1956,46.542488,-120.567244,true,2024-10-22
435,Harbor & Systems Inc,7229 Madison Pl,Olympia,WA,98501,Retail,Electronics,15114862,1665,1974,46.990687,-122.91585,false,2022-12-26
436,Edge Co,3202 Division Blvd,Kirkland,WA,98034,Professional Services,Marketing,9844059,236,1987,47.665849,-122.218243,false,2022-08-22
437,The Metro Data,2282 Ridge Ln,Olympia,WA,98502,Manufacturing,Aerospace,47921165,3142,2004,47.024357,-122.877888,true,2022-11-15
438,Urban & Innovations Studio,845 Main Dr,Bellevue,WA,98008,Technology,Software,41634536,3121,1988,47.556254,-122.148272,false,2024-02-28
439,The Peak Connect,2261 Elm Way,Tacoma,WA,98409,Food & Beverage,Restaurant,29103417,1162,1983,47.259658,-122.468765,true,2020-06-29
440,Labs Studio,8570 Ridge Ln,Tacoma,WA,98403,Manufacturing,Food Processing,21225726,4025,1969,47.279739,-122.388852,true,2024-12-07
441,The Urban Labs,7250 Park Pl,Seattle,WA,98102,Healthcare,Pharmaceuticals,29679884,2921,2021,47.556548,-122.368023,true,2025-07-12
442,Rainier & Services LLC,4569 Sunrise Pkwy,Bellevue,WA,98004,Professional Services,Legal,35350296,4676,1973,47.564839,-122.248771,true,2020-11-10
443,Systems Enterprises,9772 Washington Way,Redmond,WA,98052,Manufacturing,Metal Fabrication,1987735,665,2008,47.621317,-122.140561,true,2025-05-19
444,Edge Holdings,9425 Lake Rd,Everett,WA,98201,Professional Services,Accounting,43244219,2318,1991,47.991305,-122.259303,true,2020-10-16
445,Pioneer Analytics Corp,3511 River Ln,Federal Way,WA,98023,Food & Beverage,Bakery,19171723,1263,1965,47.271106,-122.33938,true,2024-11-05
446,The Alpine Logic,7398 Willow Pl,Vancouver,WA,98662,Retail,Electronics,37836120,4918,2004,46.0,-122.718467,true,2024-09-26
447,The Northwest Logic,3773 Hill Pl,Bellingham,WA,98229,Retail,Electronics,42299028,4299,1960,48.742093,-122.488878,true,2024-11-26
448,The Rainier Dynamics,4941 Pine Ct,Bellevue,WA,98004,Manufacturing,Food Processing,3076267,4206,1963,47.567833,-122.244665,true,2024-08-18
449,Alpine Labs Studio,8348 Oak St,Bellevue,WA,98007,Manufacturing,Metal Fabrication,12099543,1493,2000,47.636437,-122.162461,true,2024-08-31
450,Edge Group,3166 Sunrise Blvd,Kennewick,WA,99336,Professional Services,Accounting,40587302,2125,1963,46.187674,-119.113109,true,2020-03-14
451,Metro & Analytics Consulting,8074 Harbor Pkwy,Seattle,WA,98133,Manufacturing,Aerospace,24258098,3236,1988,47.551597,-122.311304,true,2021-07-07
452,The Evergreen Tech,2478 Pacific Ln,Seattle,WA,98134,Healthcare,Medical Devices,36193662,1564,1961,47.647916,-122.306476,true,2025-03-13
453,The Olympic Ventures,421 Lincoln Pkwy,Tacoma,WA,98404,Manufacturing,Food Processing,13561592,2416,2022,47.192618,-122.480067,true,2024-05-23
454,Coastal & Design Holdings,9862 Industrial Ave,Seattle,WA,98121,Retail,Apparel,26872095,3983,2015,47.56232,-122.288284,true,2025-06-21
455,Craft Corp,6934 Jefferson St,Redmond,WA,98053,Professional Services,Consulting,41838467,2841,2007,47.673397,-122.129359,true,2020-03-26
456,Dynamics Studio,9964 Madison Blvd,Tacoma,WA,98405,Retail,Electronics,48569373,3198,2003,47.246309,-122.447427,true,2024-01-15
457,Cascade LLC,3368 River Pkwy,Bellingham,WA,98226,Manufacturing,Aerospace,6821534,3408,2013,48.764621,-122.506105,true,2022-05-07
458,Summit Services Agency,1143 Meadow Ln,Federal Way,WA,98003,Technology,Software,41493946,1858,1965,47.303054,-122.338703,true,2025-06-15
459,Bay & Labs LLC,1806 Pine Pl,Kirkland,WA,98034,Retail,Home Goods,7494442,868,1963,47.712325,-122.177589,true,2020-06-20
460,Services Industries,7333 Monroe Pl,Federal Way,WA,98003,Technology,Hardware,10404611,2980,1992,47.335591,-122.265496,true,2021-05-18
461,Dynamics Holdings,4798 Monroe Blvd,Yakima,WA,98901,Healthcare,Telehealth,17902006,3051,2003,46.656356,-120.477694,true,2022-10-02
462,The Coastal Design,8556 Canyon Ave,Tacoma,WA,98408,Food & Beverage,Bakery,9819997,82,2016,47.284466,-122.483441,false,2020-12-13
463,Northwest Inc,9513 Pine Ct,Renton,WA,98057,Retail,Sporting Goods,28189102,3294,2020,47.547833,-122.230281,true,2023-07-08
464,The Cedar Solutions,7410 Sunrise Ct,Kennewick,WA,99338,Retail,Apparel,41535858,3623,1994,46.24924,-119.091975,true,2024-07-14
465,Horizon & Solutions Agency,4751 Sunrise St,Bellingham,WA,98229,Healthcare,Clinic Services,37079721,2558,2016,48.700114,-122.475508,true,2021-10-17
466,Coastal Logic Corp,6210 Market Ct,Seattle,WA,98116,Technology,Cloud Services,8358951,392,1965,47.578961,-122.297101,true,2020-01-22
467,Harbor Studio,5839 Harbor Dr,Everett,WA,98203,Retail,Electronics,47989282,3094,2016,48.016647,-122.14132,true,2021-03-07
468,The Puget Solutions,6851 Elm St,Renton,WA,98055,Food & Beverage,Catering,28563665,1066,2010,47.528741,-122.206648,true,2020-11-15
469,The Horizon Labs,7037 Lincoln Pl,Renton,WA,98058,Professional Services,Marketing,10978193,1183,2014,47.500589,-122.187727,true,2025-02-17
470,Services Agency,2045 Division St,Tacoma,WA,98402,Professional Services,Consulting,24852494,4684,1987,47.273336,-122.445348,true,2021-09-19
471,Urban LLC,9760 Division Ave,Bellevue,WA,98006,Retail,Home Goods,19074175,1767,1973,47.668922,-122.223609,true,2025-06-25
472,Urban & Bridge Group,7511 Meadow Ln,Seattle,WA,98121,Technology,Cloud Services,48370629,4962,1966,47.558108,-122.384638,true,2025-08-29
473,Soundside & Data Studio,6811 Willow Rd,Spokane,WA,99207,Manufacturing,Food Processing,22799762,4432,1955,47.680066,-117.472122,false,2024-12-19
474,Harbor Group Agency,9264 Elm Rd,Vancouver,WA,98664,Retail,Apparel,36411886,4726,1956,46.0,-122.645135,false,2025-11-07
475,Services Inc,3471 Pacific Pkwy,Redmond,WA,98053,Manufacturing,Metal Fabrication,5730627,4371,1991,47.717624,-122.165566,true,2020-07-03
476,Partners Enterprises,1591 Park St,Everett,WA,98203,Technology,Cloud Services,19199630,1180,1973,47.972442,-122.210208,true,2021-01-02
477,Soundside Services Inc,4982 Willow St,Tacoma,WA,98406,Retail,Sporting Goods,9610365,3382,1991,47.271433,-122.49293,true,2021-05-10
478,The Urban Logic,1985 Commerce Ave,Seattle,WA,98115,Healthcare,Pharmaceuticals,31243779,4532,2002,47.640256,-122.319677,true,2020-04-28
479,Bay Bridge Consulting,4135 Lake Dr,Kent,WA,98042,Professional Services,Legal,27346256,3654,1960,47.429648,-122.287765,true,2025-08-11
480,Pioneer & Craft Enterprises,7501 Maple Ave,Redmond,WA,98053,Healthcare,Clinic Services,41706479,2370,1971,47.674853,-122.159817,true,2025-05-29
481,Alpine & Works Studio,4709 Maple Blvd,Kirkland,WA,98033,Food & Beverage,Brewery,20225498,735,2000,47.720739,-122.224382,true,2021-07-26
482,Partners Consulting,4382 Lincoln Dr,Vancouver,WA,98661,Food & Beverage,Brewery,44494658,2635,1993,46.0,-122.704698,true,2023-09-07
483,Urban Inc,6869 Adams Ln,Seattle,WA,98125,Professional Services,Legal,5495802,636,2018,47.627573,-122.389754,true,2024-12-28
484,Cedar Enterprises,238 Park Pl,Spokane,WA,99206,Technology,Cloud Services,13001397,3642,1951,47.716645,-117.444835,true,2020-03-22
485,The Rainier Dynamics,6047 Maple Dr,Bellingham,WA,98226,Retail,Home Goods,47297841,4965,1976,48.712981,-122.442046,true,2024-06-10
486,Harbor Studio,1170 Lake St,Bellevue,WA,98005,Retail,Sporting Goods,17473103,4669,1979,47.570457,-122.236748,true,2023-01-28
487,Bay & Edge Group,7537 Main Ln,Redmond,WA,98052,Professional Services,Consulting,21726113,3544,2002,47.729034,-122.096842,true,2025-10-23
488,The Pioneer Health,8823 Lincoln Way,Everett,WA,98201,Manufacturing,Food Processing,26347204,1595,1992,47.982071,-122.254784,true,2020-04-13
489,Services Associates,1129 Washington Ave,Vancouver,WA,98663,Healthcare,Telehealth,29037602,197,1992,46.0,-122.619961,true,2022-10-09
490,Soundside Logic Co,9929 Lincoln St,Bellevue,WA,98007,Manufacturing,Aerospace,38901634,1023,1960,47.665056,-122.160098,false,2020-05-16
491,Metro & Health Group,7175 Cedar St,Kent,WA,98030,Retail,Apparel,37581172,428,1987,47.413918,-122.28256,true,2024-07-03
492,The Cedar Tech,7705 Broadway Pkwy,Bellevue,WA,98008,Food & Beverage,Bakery,6846646,2783,1953,47.577973,-122.188051,true,2023-09-06
493,Cascade & Bridge Co,2164 Monroe Dr,Olympia,WA,98503,Healthcare,Medical Devices,28303301,3944,2006,46.992323,-122.888579,true,2021-07-17
494,Peak & Innovations Group,8966 Hill Blvd,Bellingham,WA,98226,Technology,Software,20764789,4943,1993,48.705322,-122.469857,true,2020-02-03
495,Health Enterprises,3301 Valley Rd,Federal Way,WA,98003,Food & Beverage,Catering,22971161,1552,2010,47.266878,-122.309147,true,2025-03-29
496,The Soundside Edge,5484 River St,Olympia,WA,98506,Professional Services,Accounting,2881467,4063,1978,47.082241,-122.892068,false,2022-07-02
497,The Soundside Analytics,3118 Main Way,Vancouver,WA,98660,Healthcare,Telehealth,4998014,2932,1953,46.0,-122.701318,true,2021-08-06
498,Alpine Inc,3341 Industrial Blvd,Kirkland,WA,98033,Manufacturing,Aerospace,17632445,1428,1993,47.69576,-122.160475,true,2022-10-04
499,Puget Consulting,6308 Park Way,Tacoma,WA,98404,Healthcare,Medical Devices,20523060,3738,1980,47.211129,-122.468585,true,2024-03-05
500,Olympic Co,8825 Willow Way,Spokane,WA,99206,Healthcare,Telehealth,40285063,3519,1981,47.705407,-117.482155,false,2022-02-13
501,Northwest & Labs LLC,9669 Adams Rd,Yakima,WA,98901,Food & Beverage,Brewery,31635947,532,1971,46.634751,-120.530678,true,2025-09-16
502,The Alpine Logic,8206 Jefferson Dr,Renton,WA,98059,Manufacturing,Metal Fabrication,26957035,4784,1954,47.485712,-122.211381,true,2022-04-11
503,Bridge LLC,4270 Elm Blvd,Everett,WA,98201,Healthcare,Telehealth,19850337,3642,2016,47.946231,-122.208997,true,2020-06-17
504,Innovations Holdings,4573 Willow Ave,Everett,WA,98203,Food & Beverage,Brewery,29691213,1916,1983,47.971132,-122.203894,true,2024-01-10
505,Cascade Labs Co,2042 Cedar Way,Kennewick,WA,99336,Technology,Cloud Services,36693188,1641,1992,46.251112,-119.138465,true,2023-09-10
506,Olympic Craft Group,5006 Industrial Way,Kirkland,WA,98034,Retail,Home Goods,27279990,4751,1951,47.642877,-122.197516,true,2025-09-30
507,Evergreen & Connect Co,9717 Madison Pl,Bellingham,WA,98226,Healthcare,Telehealth,5813031,2565,1974,48.717309,-122.4532,true,2024-09-06
508,Bridge LLC,258 Adams Way,Redmond,WA,98053,Manufacturing,Food Processing,15182420,3434,2004,47.712353,-122.176388,true,2024-07-10
509,Solutions LLC,9409 Cherry Ln,Bellingham,WA,98225,Professional Services,Accounting,26265148,522,2018,48.72913,-122.537211,true,2025-04-28
510,Summit & Systems Consulting,3010 Maple Pkwy,Bellevue,WA,98007,Retail,Sporting Goods,1851101,1530,1975,47.62668,-122.223443,true,2024-04-29
511,Metro & Health Associates,280 River Way,Kirkland,WA,98034,Healthcare,Pharmaceuticals,26296630,1287,1964,47.654933,-122.207073,true,2024-09-09
512,Solutions Co,7181 Jefferson Blvd,Everett,WA,98204,Professional Services,Consulting,39475917,1663,2014,47.966679,-122.151569,true,2025-02-22
513,Horizon & Edge Co,5488 Adams Pl,Kirkland,WA,98034,Healthcare,Medical Devices,38713614,321,1961,47.73893,-122.216512,true,2025-02-12
514,Summit Co,7179 Madison Ln,Renton,WA,98056,Professional Services,Accounting,46927020,4659,1962,47.476931,-122.151188,true,2020-06-27
515,The Cascade Works,9157 Park Way,Redmond,WA,98052,Healthcare,Clinic Services,7111500,4133,1991,47.715907,-122.115471,true,2021-11-06
516,The Metro Analytics,3285 Cherry Ave,Kirkland,WA,98033,Healthcare,Medical Devices,16867866,940,1967,47.67546,-122.261217,true,2025-03-16
517,Solutions Holdings,2743 River Ave,Everett,WA,98201,Manufacturing,Aerospace,11944147,2410,1965,47.929906,-122.181157,true,2024-05-19
518,Alpine Services Co,8821 Sunrise Pl,Tacoma,WA,98401,Technology,Software,42650063,4284,1963,47.271286,-122.48158,true,2023-06-16
519,Evergreen Associates,3376 Elm Ave,Everett,WA,98208,Technology,Software,1925301,120,1993,47.92584,-122.214713,true,2020-09-15
520,Systems Associates,9308 Valley Pkwy,Redmond,WA,98052,Technology,Hardware,36403049,3237,2004,47.696881,-122.174718,true,2022-05-25
521,Soundside Enterprises,7616 Sunset St,Bellevue,WA,98006,Retail,Home Goods,43667070,3023,1955,47.570835,-122.211743,true,2022-06-14
522,Bridge LLC,1652 Ridge Ln,Kent,WA,98031,Retail,Sporting Goods,22333266,1437,1990,47.437972,-122.277782,false,2025-05-28
523,Horizon Consulting,8348 Main Rd,Bellevue,WA,98004,Retail,Apparel,41412459,1017,1989,47.623024,-122.189796,true,2024-10-21
524,The Rainier Works,3448 Maple Rd,Bellingham,WA,98229,Healthcare,Medical Devices,40186146,3636,1992,48.697191,-122.495057,true,2023-07-24
525,Dynamics Industries,5715 Pacific Rd,Spokane,WA,99201,Technology,Cybersecurity,44677798,2035,1978,47.677766,-117.455385,true,2024-04-11
526,Urban Data Co,2418 Sunrise Blvd,Federal Way,WA,98003,Retail,Electronics,11705187,4855,2020,47.313083,-122.369275,true,2022-04-17
527,The Summit Works,2990 Pacific Dr,Redmond,WA,98053,Food & Beverage,Restaurant,38733014,3673,1975,47.661149,-122.123951,true,2025-05-24
528,The Coastal Logic,2653 Jefferson Ave,Bellevue,WA,98007,Retail,Sporting Goods,28732146,682,1988,47.595326,-122.203514,true,2021-09-17
529,Metro & Group Enterprises,7978 Cedar Way,Federal Way,WA,98003,Professional Services,Legal,48023668,3845,1975,47.290875,-122.314362,true,2022-02-15
530,The Horizon Innovations,5143 Cedar Ln,Seattle,WA,98102,Technology,Cloud Services,8403544,3153,2022,47.608974,-122.278917,true,2024-11-22
531,The Alpine Health,7047 Pacific Rd,Kirkland,WA,98034,Professional Services,Accounting,2365763,2961,1953,47.681153,-122.211365,true,2021-08-28
532,Pioneer Studio,302 Park St,Kirkland,WA,98034,Food & Beverage,Bakery,26736975,4802,1960,47.733312,-122.252316,true,2022-02-12
533,The Rainier Logic,9702 Harbor Ln,Kennewick,WA,99338,Manufacturing,Aerospace,6014195,896,2023,46.24957,-119.169655,true,2023-11-11
534,Horizon Inc,8156 Main St,Yakima,WA,98901,Healthcare,Clinic Services,46779023,3423,2017,46.629848,-120.458398,true,2023-03-27
535,Olympic Holdings,8334 Park Pl,Vancouver,WA,98664,Manufacturing,Aerospace,14315557,1521,1975,46.0,-122.707632,true,2022-01-18
536,Metro Corp,1407 Industrial St,Bellingham,WA,98226,Healthcare,Clinic Services,8417239,2268,1958,48.807954,-122.435406,true,2022-08-19
537,Columbia & Tech Consulting,785 Washington Rd,Everett,WA,98201,Manufacturing,Metal Fabrication,25260505,4940,2016,48.011264,-122.258859,false,2022-12-24
538,Innovations Consulting,5264 Pacific Way,Kennewick,WA,99338,Manufacturing,Food Processing,26790959,3101,1957,46.240829,-119.127475,false,2023-09-14
539,Olympic Tech Studio,8793 Commerce Rd,Bellingham,WA,98226,Technology,Software,30377708,3893,2015,48.74483,-122.456203,true,2022-02-08
540,The Northwest Partners,3926 Adams Ln,Seattle,WA,98146,Professional Services,Accounting,41160376,667,1994,47.551996,-122.346775,true,2025-05-04
541,Evergreen & Solutions Agency,8367 Maple Blvd,Spokane,WA,99208,Professional Services,Consulting,5894503,2469,2020,47.688113,-117.454736,false,2025-03-27
542,Pioneer Works LLC,1828 Broadway Ave,Tacoma,WA,98403,Manufacturing,Aerospace,21961097,3142,1985,47.24786,-122.43512,true,2022-11-21
543,Connect Corp,3766 Cedar Way,Spokane,WA,99207,Manufacturing,Metal Fabrication,48196766,3127,2021,47.614772,-117.473709,false,2024-11-24
544,Puget & Data Associates,3182 Park Pkwy,Bellingham,WA,98226,Healthcare,Pharmaceuticals,8600841,2568,1998,48.721091,-122.505083,true,2020-01-07
545,Soundside Consulting,8615 Sunset St,Kirkland,WA,98034,Technology,Hardware,666631,4410,2008,47.721654,-122.152418,true,2023-04-30
546,Rainier Solutions Industries,9912 Ridge Dr,Yakima,WA,98901,Healthcare,Telehealth,18401089,4702,2011,46.621598,-120.552309,true,2022-06-02
547,Olympic Industries,961 Forest Pl,Everett,WA,98208,Retail,Sporting Goods,20122380,1305,1952,47.927058,-122.162775,true,2023-10-14
548,Data Agency,4726 Valley Ct,Kent,WA,98035,Professional Services,Marketing,6581005,1073,1991,47.438838,-122.199074,true,2020-08-09
549,The Olympic Ventures,4869 Hill Rd,Yakima,WA,98902,Professional Services,Accounting,13180189,75,1996,46.594904,-120.550357,true,2021-02-21
550,Health Corp,7863 Forest Ave,Spokane,WA,99202,Healthcare,Telehealth,34640269,2773,2005,47.714048,-117.438747,false,2024-07-12
551,The Cedar Services,1568 Madison Ln,Redmond,WA,98053,Technology,Software,42485183,3647,1997,47.638903,-122.121365,true,2021-04-22
552,Pioneer & Tech Studio,9481 Jefferson Dr,Bellevue,WA,98004,Technology,Cybersecurity,39837436,1484,1999,47.626969,-122.150983,true,2024-11-11
553,Bay Services Enterprises,6551 Adams St,Kirkland,WA,98033,Food & Beverage,Catering,13972657,962,1973,47.631933,-122.26238,true,2022-01-07
554,Olympic Co,1538 Market Ave,Seattle,WA,98103,Food & Beverage,Bakery,8419624,4147,1988,47.646062,-122.375235,true,2021-12-03
555,Peak & Group Consulting,7389 Lake Pkwy,Kent,WA,98035,Professional Services,Consulting,46697471,2564,2016,47.3498,-122.28446,false,2023-12-13
556,Northwest Inc,2421 Harbor Rd,Olympia,WA,98502,Food & Beverage,Catering,40459225,4523,1977,47.062552,-122.880486,true,2023-02-10
557,The Horizon Services,1464 Market Ln,Tacoma,WA,98403,Professional Services,Marketing,36013930,1670,1959,47.198923,-122.469404,true,2023-01-08
558,The Peak Edge,2614 Ridge Ln,Spokane,WA,99207,Professional Services,Legal,1788781,4945,1981,47.685733,-117.422363,true,2021-05-25
559,Alpine Group,3798 Commerce Ave,Federal Way,WA,98003,Technology,Cybersecurity,25360509,1821,1998,47.267915,-122.293179,false,2021-05-20
560,Puget & Logic Associates,4720 Commerce Pkwy,Tacoma,WA,98402,Food & Beverage,Brewery,3268761,1399,1990,47.260659,-122.403184,false,2024-05-14
561,Pacific Industries,2170 Hill Ln,Tacoma,WA,98418,Retail,Sporting Goods,49403360,2191,1956,47.247223,-122.484691,false,2024-02-25
